Order_ID,Customer_ID,Restaurant_ID,Delivery_person_ID,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,Type_of_order,City,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Delivery_person_Age,Delivery_person_Ratings,Time_taken(min)
ORD-00132,CUST-035,REST-23,DP-25,14-01-2023,16:30,15:00,Fog,Jam,scooter,Snack,Urban,28.454542539700082,77.17120495252159,28.47932128937889,77.02466996645317,20,4.7,35 min
ORD-00133,CUST-193,REST-15,DP-20,14-01-2023,16:45,18:15,Cloudy,Jam,scooter,Drinks,Semi-Urban,28.425773116460846,77.22821144181317,28.55828733705161,77.12547922427078,32,3.5,26 min
ORD-00134,CUST-101,REST-33,DP-02,14-01-2023,17:15,17:30,Windy,Jam,scooter,Buffet,Urban,28.614235742277472,77.04495883966597,28.555238302815287,77.16779056162305,20,3.4,26 min
ORD-00135,CUST-175,REST-25,DP-07,14-01-2023,15:30,14:15,Sunny,Low,bicycle,Buffet,Semi-Urban,28.458870284506354,77.17154863135481,28.67730630385814,77.05622338639513,32,3.5,31 min
ORD-00136,CUST-131,REST-17,DP-06,14-01-2023,19:00,19:30,Cloudy,Medium,bicycle,Buffet,Semi-Urban,28.60702260625664,77.07609274230241,28.564724966770616,77.13446797463247,23,4.8,41 min
ORD-00137,CUST-001,REST-33,DP-17,14-01-2023,15:45,20:45,Sunny,Jam,bicycle,Drinks,Metropolitian,28.517112933814087,77.06841854507,28.574899543915492,77.1803077632466,18,4.8,21 min
ORD-00138,CUST-005,REST-47,DP-27,14-01-2023,18:00,15:15,Stormy,Low,scooter,Drinks,Urban,28.524732440296894,77.0034578042159,28.52049593772931,77.09821300403462,31,3.7,40 min
ORD-00139,CUST-142,REST-02,DP-25,14-01-2023,13:45,17:45,Fog,Medium,bicycle,Snack,Urban,28.54075324882783,77.03910221707072,28.684723880954845,77.23428344568515,33,4.4,29 min
ORD-00140,CUST-103,REST-14,DP-25,14-01-2023,20:45,11:45,Stormy,Jam,motorcycle,Meal,Urban,28.51031255243826,77.0927804334499,28.63315577283188,77.25213487449165,18,4.4,38 min
ORD-00141,CUST-027,REST-40,DP-28,15-01-2023,11:15,20:00,Fog,Medium,bicycle,Drinks,Metropolitian,28.430185993166777,77.03506362817728,28.48562158709085,77.09708284083023,38,4.6,31 min
ORD-00142,CUST-137,REST-40,DP-02,15-01-2023,20:00,21:15,Windy,Medium,bicycle,Meal,Metropolitian,28.492889543000853,77.29575753212328,28.653262875732867,77.25159714634773,34,3.6,24 min
ORD-00143,CUST-015,REST-39,DP-03,15-01-2023,14:45,11:30,Cloudy,Low,bicycle,Meal,Metropolitian,28.59912030820818,77.09258979455718,28.529718908055525,77.0310729698309,43,4.0,37 min
ORD-00144,CUST-090,REST-06,DP-05,15-01-2023,11:00,15:45,Windy,Medium,bicycle,Drinks,Urban,28.59973532044066,77.0390971840107,28.648600143060076,77.2513187295868,25,4.3,34 min
ORD-00145,CUST-042,REST-06,DP-05,15-01-2023,20:30,20:15,Fog,Low,bicycle,Buffet,Urban,28.485867292171996,77.05972469384838,28.64686642048805,77.04582512950029,35,3.1,20 min
ORD-00146,CUST-124,REST-03,DP-01,15-01-2023,15:30,18:00,Fog,Jam,motorcycle,Snack,Urban,28.538030787967305,77.17631096850243,28.456661056028857,77.02487814575292,33,3.8,23 min
ORD-00147,CUST-179,REST-07,DP-08,15-01-2023,11:45,13:15,Fog,Medium,motorcycle,Meal,Metropolitian,28.45803416840358,77.01921305715943,28.610342339415073,77.1925326213323,23,4.4,29 min
ORD-00148,CUST-063,REST-08,DP-12,15-01-2023,17:30,16:00,Sunny,Medium,bicycle,Buffet,Metropolitian,28.46311162445895,77.25873023904235,28.48719289079196,77.14158120972658,27,3.5,30 min
ORD-00149,CUST-096,REST-42,DP-24,15-01-2023,13:45,20:15,Cloudy,High,scooter,Drinks,Semi-Urban,28.40691412652198,77.28844990377114,28.4892478009978,77.27236718012385,27,4.9,35 min
ORD-00150,CUST-052,REST-15,DP-04,15-01-2023,16:00,17:45,Windy,Jam,bicycle,Meal,Metropolitian,28.66902396497232,77.07402422620021,28.488904423064174,77.10895675882725,22,3.1,22 min
ORD-00151,CUST-096,REST-47,DP-13,16-01-2023,19:15,21:30,Windy,Jam,bicycle,Meal,Semi-Urban,28.46321199952247,77.13502858057726,28.617670474267985,77.08614567903129,43,4.9,30 min
ORD-00152,CUST-132,REST-29,DP-23,16-01-2023,21:45,10:30,Stormy,High,bicycle,Meal,Urban,28.468260163080938,77.00664033530884,28.46894781253776,77.15022047184326,29,3.4,19 min
ORD-00153,CUST-151,REST-33,DP-15,16-01-2023,18:00,12:15,Fog,High,scooter,Buffet,Metropolitian,28.483880429793537,77.19221306741817,28.400271750573825,77.1367838557306,37,3.1,32 min
ORD-00154,CUST-143,REST-30,DP-11,16-01-2023,19:00,15:15,Fog,Low,scooter,Buffet,Urban,28.438222421508627,77.12417781741577,28.614571056044788,77.10332841386516,34,3.6,34 min
ORD-00155,CUST-171,REST-39,DP-10,16-01-2023,11:00,18:00,Fog,Low,scooter,Buffet,Urban,28.591778864954406,77.08101753983047,28.451355423150535,77.2081223896095,31,4.6,28 min
ORD-00156,CUST-029,REST-27,DP-03,16-01-2023,12:30,15:15,Windy,Medium,motorcycle,Meal,Urban,28.422542885953273,77.06205113318498,28.43134471859235,77.22786855017416,31,4.5,16 min
ORD-00157,CUST-036,REST-36,DP-22,16-01-2023,19:00,14:45,Stormy,Medium,scooter,Meal,Urban,28.440260727897904,77.19620692329762,28.47125483617822,77.25589519070904,20,3.4,37 min
ORD-00158,CUST-013,REST-29,DP-14,16-01-2023,17:00,14:00,Sunny,Medium,motorcycle,Snack,Metropolitian,28.593427017977028,77.1248651093097,28.51397015669681,77.2918569814131,29,3.4,37 min
ORD-00159,CUST-160,REST-38,DP-16,16-01-2023,12:30,19:45,Cloudy,Medium,motorcycle,Snack,Urban,28.50189818614443,77.05389778670897,28.54277189824196,77.07999685763976,37,4.3,44 min
ORD-00160,CUST-071,REST-33,DP-10,16-01-2023,18:00,14:15,Sunny,Low,scooter,Buffet,Semi-Urban,28.612384348010355,77.20673272444604,28.413371012213787,77.21482804474698,35,3.9,17 min
ORD-00161,CUST-187,REST-37,DP-29,17-01-2023,21:00,16:30,Windy,Jam,scooter,Buffet,Metropolitian,28.567227423401043,77.169521684911,28.691171999788207,77.11827747064872,29,4.6,28 min
ORD-00162,CUST-086,REST-27,DP-10,17-01-2023,18:00,13:30,Fog,Medium,scooter,Drinks,Urban,28.47680635191845,77.25760161647885,28.614818916025868,77.20312459158534,19,3.0,43 min
ORD-00163,CUST-028,REST-33,DP-12,17-01-2023,11:00,12:45,Cloudy,Jam,motorcycle,Buffet,Metropolitian,28.595248385146796,77.03524276966294,28.4969582195973,77.14279450710477,19,4.2,21 min
ORD-00164,CUST-066,REST-04,DP-09,17-01-2023,13:30,14:00,Windy,Medium,bicycle,Snack,Semi-Urban,28.434882104087862,77.23569998058333,28.495609177185617,77.29813193083038,44,4.5,29 min
ORD-00165,CUST-170,REST-22,DP-01,17-01-2023,19:00,13:45,Windy,High,scooter,Snack,Urban,28.56092311492401,77.20205503604518,28.534562764810538,77.21867064073723,34,5.0,31 min
ORD-00166,CUST-045,REST-02,DP-05,17-01-2023,16:15,21:30,Windy,Medium,scooter,Snack,Semi-Urban,28.53114443151351,77.03450328104843,28.587873446828908,77.2857473901303,27,4.4,15 min
ORD-00167,CUST-062,REST-10,DP-20,17-01-2023,16:00,17:15,Cloudy,Medium,scooter,Meal,Urban,28.48036207484523,77.20844621896151,28.44391191997669,77.25049086484435,35,3.5,23 min
ORD-00168,CUST-185,REST-05,DP-08,17-01-2023,10:45,16:00,Cloudy,Medium,motorcycle,Meal,Semi-Urban,28.58120149932185,77.13246418666395,28.456678944129486,77.27087030334901,39,3.2,36 min
ORD-00169,CUST-134,REST-10,DP-11,17-01-2023,11:45,14:00,Stormy,Low,motorcycle,Buffet,Urban,28.661400077702083,77.28349543566675,28.657830374850064,77.2443257591644,36,4.3,43 min
ORD-00170,CUST-028,REST-33,DP-12,17-01-2023,19:30,19:45,Stormy,High,bicycle,Drinks,Metropolitian,28.69967140992892,77.04248340518537,28.47687647716672,77.13774773911277,43,4.0,28 min
ORD-00171,CUST-028,REST-38,DP-01,18-01-2023,18:30,17:00,Sunny,Medium,scooter,Drinks,Urban,28.582328830623027,77.19285001724472,28.51405849939255,77.07553653600407,38,4.8,30 min
ORD-00172,CUST-108,REST-13,DP-25,18-01-2023,15:00,16:15,Cloudy,Medium,motorcycle,Drinks,Metropolitian,28.52141176229875,77.11459401363888,28.661381555285033,77.11109605263516,18,4.5,42 min
ORD-00173,CUST-044,REST-31,DP-22,18-01-2023,10:15,16:45,Cloudy,Jam,bicycle,Meal,Urban,28.46756213006486,77.28704440117725,28.598944348819945,77.00607086979198,41,4.0,35 min
ORD-00174,CUST-084,REST-47,DP-20,18-01-2023,15:15,14:45,Cloudy,High,scooter,Snack,Urban,28.477128826818532,77.09899246858708,28.502513563802506,77.1571979502394,21,3.8,27 min
ORD-00175,CUST-030,REST-36,DP-28,18-01-2023,15:15,19:00,Stormy,Medium,motorcycle,Snack,Semi-Urban,28.54383649344493,77.28865577284753,28.605109863717384,77.15151734008113,42,3.8,20 min
ORD-00176,CUST-190,REST-45,DP-25,18-01-2023,10:15,19:15,Windy,Jam,scooter,Meal,Semi-Urban,28.51018331038421,77.27044575533023,28.40590496461442,77.15757513944915,21,3.5,36 min
ORD-00177,CUST-075,REST-24,DP-11,18-01-2023,14:00,16:45,Fog,Jam,scooter,Drinks,Semi-Urban,28.674144356787483,77.08111497059319,28.620692798003407,77.29220936749162,19,3.0,15 min
ORD-00178,CUST-128,REST-15,DP-05,18-01-2023,11:15,10:00,Stormy,Low,motorcycle,Drinks,Urban,28.51048864029671,77.24106253304792,28.54610481215487,77.27343620103645,36,4.1,35 min
ORD-00179,CUST-092,REST-29,DP-15,18-01-2023,18:15,14:00,Cloudy,Jam,motorcycle,Buffet,Urban,28.51203337734363,77.29868126054104,28.64395464418534,77.04851383349903,38,3.4,39 min
ORD-00180,CUST-190,REST-08,DP-05,18-01-2023,19:15,18:15,Stormy,Medium,motorcycle,Buffet,Urban,28.515060353730192,77.07579890065138,28.68639129560194,77.11066475646676,29,3.4,18 min
ORD-00181,CUST-129,REST-05,DP-12,19-01-2023,12:00,12:00,Sunny,Low,scooter,Drinks,Metropolitian,28.650986063110295,77.131033150797,28.67773656484837,77.12718685383898,27,3.3,17 min
ORD-00182,CUST-121,REST-29,DP-05,19-01-2023,16:15,12:30,Cloudy,Low,scooter,Meal,Metropolitian,28.59523649625407,77.15605422097002,28.672779513036602,77.1081598753555,30,3.4,31 min
ORD-00183,CUST-027,REST-47,DP-17,19-01-2023,21:45,15:00,Sunny,Medium,bicycle,Drinks,Urban,28.584250655095666,77.08847934074116,28.553650986780166,77.23954878908117,39,3.1,44 min
ORD-00184,CUST-190,REST-04,DP-17,19-01-2023,17:15,15:00,Cloudy,High,scooter,Buffet,Semi-Urban,28.500242906715158,77.0045794518938,28.50804263424168,77.15721130096027,40,4.3,16 min
ORD-00185,CUST-121,REST-12,DP-24,19-01-2023,21:30,19:30,Stormy,Jam,motorcycle,Drinks,Semi-Urban,28.64537125304973,77.06603877325925,28.539510597419202,77.17162994509148,37,3.8,33 min
ORD-00186,CUST-116,REST-45,DP-12,19-01-2023,19:30,10:45,Windy,Low,scooter,Meal,Semi-Urban,28.41150915840671,77.08458106530253,28.606968800994007,77.25590406769638,40,4.1,34 min
ORD-00187,CUST-003,REST-02,DP-24,19-01-2023,12:30,16:45,Fog,High,bicycle,Snack,Urban,28.661239151701434,77.13307991039545,28.665199333061356,77.24177844602461,32,4.3,37 min
ORD-00188,CUST-103,REST-27,DP-28,19-01-2023,10:45,12:15,Sunny,Medium,bicycle,Meal,Semi-Urban,28.553824969938177,77.05133074352402,28.462095890900034,77.03966345684609,43,4.9,36 min
ORD-00189,CUST-198,REST-31,DP-15,19-01-2023,16:00,18:30,Stormy,Jam,motorcycle,Meal,Urban,28.519475070459023,77.2619763070075,28.67545794753851,77.21417437522508,20,3.1,41 min
ORD-00190,CUST-155,REST-36,DP-15,19-01-2023,13:15,15:00,Windy,Jam,motorcycle,Buffet,Metropolitian,28.549150184215303,77.21147333981939,28.644554069590967,77.13063083867061,40,3.8,22 min
ORD-00191,CUST-137,REST-36,DP-06,20-01-2023,13:15,14:30,Stormy,Low,bicycle,Meal,Semi-Urban,28.600224659160148,77.0255601432679,28.69365680455347,77.08839467091875,37,3.5,44 min
ORD-00192,CUST-062,REST-26,DP-12,20-01-2023,13:15,13:30,Sunny,Jam,bicycle,Meal,Metropolitian,28.403829627955368,77.19502773534198,28.664075531984505,77.01500564627065,30,4.0,39 min
ORD-00193,CUST-165,REST-43,DP-27,20-01-2023,17:45,16:00,Fog,Jam,bicycle,Buffet,Semi-Urban,28.661465556937472,77.19609694292168,28.48398119890757,77.14617486810363,25,4.8,29 min
ORD-00194,CUST-051,REST-27,DP-29,20-01-2023,14:30,10:30,Stormy,Jam,motorcycle,Buffet,Urban,28.534021857593416,77.28686635209309,28.431786773403214,77.10663100421736,42,4.4,20 min
ORD-00195,CUST-172,REST-05,DP-20,20-01-2023,15:45,17:00,Cloudy,Jam,bicycle,Snack,Urban,28.50288995591002,77.00090626140685,28.433672321597474,77.07545391190293,24,4.3,37 min
ORD-00196,CUST-152,REST-20,DP-18,20-01-2023,21:15,11:00,Windy,Medium,bicycle,Drinks,Urban,28.441473669690215,77.07437973494174,28.48736699557348,77.20840151887909,41,3.9,34 min
ORD-00197,CUST-059,REST-11,DP-14,20-01-2023,20:00,15:45,Stormy,High,motorcycle,Meal,Urban,28.531839612307532,77.27833744381259,28.58425511719536,77.23084561619467,25,4.3,16 min
ORD-00198,CUST-118,REST-10,DP-02,20-01-2023,18:45,11:15,Windy,Medium,scooter,Buffet,Semi-Urban,28.548896831385314,77.27964017461949,28.64129609782915,77.07343685570882,35,3.1,39 min
ORD-00199,CUST-160,REST-40,DP-09,20-01-2023,19:45,15:15,Cloudy,Medium,scooter,Snack,Metropolitian,28.521094008348044,77.21617592581119,28.66977509209447,77.0148342310038,26,4.2,39 min
ORD-00200,CUST-096,REST-38,DP-05,20-01-2023,19:00,10:15,Fog,Low,bicycle,Drinks,Urban,28.603598028148067,77.22972899631426,28.58712601531077,77.25462581016957,23,4.1,29 min
ORD-00201,CUST-180,REST-06,DP-20,21-01-2023,11:00,10:15,Fog,Jam,scooter,Buffet,Semi-Urban,28.526268958627767,77.02744488737889,28.401689393824416,77.00298792236129,44,3.7,34 min
ORD-00202,CUST-113,REST-08,DP-26,21-01-2023,17:15,20:45,Cloudy,Medium,scooter,Drinks,Metropolitian,28.68842527335397,77.15416275043347,28.45589503295556,77.28113374817644,21,3.4,26 min
ORD-00203,CUST-062,REST-23,DP-29,21-01-2023,12:45,19:30,Windy,Jam,scooter,Drinks,Urban,28.579783255347078,77.0694748973867,28.42991786115601,77.18828596219481,32,4.6,17 min
ORD-00204,CUST-186,REST-47,DP-01,21-01-2023,21:00,19:15,Stormy,Medium,scooter,Meal,Metropolitian,28.64224338069557,77.05436541308408,28.508997342670703,77.0965539905604,22,3.1,24 min
ORD-00205,CUST-052,REST-26,DP-23,21-01-2023,19:45,21:30,Cloudy,Medium,bicycle,Meal,Urban,28.432806770932842,77.243090989737,28.550405298090123,77.07394337287302,43,3.1,28 min
ORD-00206,CUST-012,REST-46,DP-03,21-01-2023,12:15,13:15,Sunny,Low,scooter,Buffet,Metropolitian,28.519187387883772,77.04051144100417,28.41301915357357,77.00270169927934,22,3.9,41 min
ORD-00207,CUST-039,REST-43,DP-06,21-01-2023,16:45,18:15,Windy,High,scooter,Drinks,Metropolitian,28.501054310434146,77.14059549109892,28.504543392738697,77.07064142510326,24,3.5,36 min
ORD-00208,CUST-130,REST-12,DP-05,21-01-2023,16:00,21:30,Fog,High,motorcycle,Buffet,Urban,28.570844716440977,77.2815734718758,28.453753902387596,77.04131849045514,26,4.5,44 min
ORD-00209,CUST-131,REST-26,DP-21,21-01-2023,20:15,16:30,Cloudy,Medium,bicycle,Buffet,Semi-Urban,28.658334056018425,77.0557496166696,28.59412104987766,77.18364986621694,24,4.3,28 min
ORD-00210,CUST-113,REST-13,DP-27,21-01-2023,20:30,15:30,Fog,Low,motorcycle,Drinks,Metropolitian,28.423501465328602,77.29339802712147,28.5392817107973,77.04996367657814,26,4.5,17 min
ORD-00211,CUST-101,REST-40,DP-05,22-01-2023,14:30,12:15,Windy,Jam,motorcycle,Buffet,Urban,28.421772439413413,77.29828639572831,28.548595294080172,77.15858895126098,37,3.6,15 min
ORD-00212,CUST-113,REST-18,DP-01,22-01-2023,20:45,21:45,Fog,Jam,bicycle,Drinks,Metropolitian,28.65509531244728,77.16668514640472,28.528307536410036,77.17703492670334,27,4.5,34 min
ORD-00213,CUST-184,REST-25,DP-17,22-01-2023,21:15,17:30,Cloudy,Medium,scooter,Drinks,Metropolitian,28.463855025811505,77.05104282205315,28.68680591314597,77.08941250950407,43,4.7,15 min
ORD-00214,CUST-081,REST-33,DP-19,22-01-2023,17:45,18:30,Windy,High,motorcycle,Drinks,Semi-Urban,28.600625976334943,77.09483146638227,28.46442053753647,77.01051948470561,21,3.7,16 min
ORD-00215,CUST-187,REST-47,DP-14,22-01-2023,21:45,10:15,Sunny,Low,bicycle,Drinks,Metropolitian,28.56286343970824,77.12734784980296,28.55499927795316,77.01117616418426,23,3.7,33 min
ORD-00216,CUST-113,REST-40,DP-12,22-01-2023,18:45,10:30,Cloudy,High,scooter,Snack,Metropolitian,28.649868078466167,77.09279726730746,28.6208052105096,77.00790419965817,41,4.8,38 min
ORD-00217,CUST-002,REST-43,DP-10,22-01-2023,14:00,12:15,Stormy,Jam,bicycle,Drinks,Urban,28.43752667295092,77.08419067396295,28.567053323940367,77.22173740014097,31,3.1,24 min
ORD-00218,CUST-130,REST-12,DP-20,22-01-2023,17:30,17:30,Cloudy,High,motorcycle,Meal,Urban,28.438934889716784,77.2916689127649,28.67870626571504,77.09540291144428,26,3.7,18 min
ORD-00219,CUST-054,REST-44,DP-21,22-01-2023,18:30,19:00,Windy,Jam,scooter,Meal,Semi-Urban,28.567045508083492,77.04600944822472,28.513390506692385,77.23889005579029,18,3.2,18 min
ORD-00220,CUST-087,REST-36,DP-18,22-01-2023,17:15,11:15,Cloudy,Low,scooter,Meal,Metropolitian,28.68391359600751,77.21999837261505,28.539102741731952,77.12951984715285,34,3.1,27 min
ORD-00221,CUST-129,REST-48,DP-24,23-01-2023,19:45,12:00,Sunny,Low,bicycle,Drinks,Metropolitian,28.524499327511226,77.00012308683175,28.426556694564418,77.13589943024898,30,3.2,40 min
ORD-00222,CUST-147,REST-04,DP-27,23-01-2023,13:15,15:00,Sunny,Medium,scooter,Meal,Metropolitian,28.498082630076407,77.17885480082072,28.58269973331558,77.15386478075287,41,3.9,23 min
ORD-00223,CUST-126,REST-05,DP-11,23-01-2023,21:15,11:00,Stormy,Medium,motorcycle,Snack,Semi-Urban,28.582006796959366,77.27478290118621,28.48646359053443,77.21390943691253,44,4.4,21 min
ORD-00224,CUST-130,REST-37,DP-02,23-01-2023,16:45,10:00,Fog,High,motorcycle,Buffet,Metropolitian,28.67913458016351,77.08638022822797,28.44809271185467,77.08205085974892,24,3.6,30 min
ORD-00225,CUST-053,REST-08,DP-25,23-01-2023,12:00,16:45,Windy,Low,motorcycle,Drinks,Urban,28.651078349853385,77.05565779257732,28.56335938787135,77.03647620486005,26,4.7,32 min
ORD-00226,CUST-172,REST-42,DP-18,23-01-2023,12:30,17:15,Windy,Low,bicycle,Meal,Semi-Urban,28.698645083219965,77.19550393846353,28.55969307901397,77.16681720055743,28,3.9,17 min
ORD-00227,CUST-160,REST-49,DP-29,23-01-2023,11:30,10:30,Fog,Medium,scooter,Snack,Urban,28.40677057496071,77.21378042218952,28.42276149236721,77.09809328697283,20,4.9,34 min
ORD-00228,CUST-198,REST-28,DP-25,23-01-2023,17:15,14:15,Sunny,Jam,scooter,Buffet,Urban,28.433857443413828,77.20640915568559,28.60946463604834,77.1327473941004,43,4.9,34 min
ORD-00229,CUST-160,REST-31,DP-07,23-01-2023,10:45,10:30,Sunny,High,scooter,Snack,Semi-Urban,28.582840329009986,77.09579506400641,28.587131657195254,77.1940840125012,29,4.5,24 min
ORD-00230,CUST-068,REST-09,DP-24,23-01-2023,10:30,16:15,Cloudy,High,motorcycle,Meal,Urban,28.646172931800155,77.0756607206478,28.45670518482395,77.14823772234239,38,4.9,38 min
ORD-00231,CUST-183,REST-29,DP-15,24-01-2023,17:00,10:30,Stormy,Medium,scooter,Snack,Metropolitian,28.48557330269203,77.2867756399886,28.540830458646212,77.18608364513025,20,4.4,40 min
ORD-00232,CUST-184,REST-14,DP-11,24-01-2023,21:45,14:00,Stormy,Low,motorcycle,Buffet,Semi-Urban,28.471763326410265,77.27698985248098,28.616096874943565,77.16326000063408,32,4.8,44 min
ORD-00233,CUST-123,REST-40,DP-18,24-01-2023,20:00,10:15,Stormy,Medium,scooter,Meal,Urban,28.63609273981436,77.13719498296784,28.558830722162384,77.22193891158082,38,3.5,40 min
ORD-00234,CUST-145,REST-41,DP-23,24-01-2023,13:15,10:30,Cloudy,Medium,motorcycle,Buffet,Metropolitian,28.41691455615597,77.2538581598463,28.51864672285507,77.21178098531348,27,3.7,36 min
ORD-00235,CUST-038,REST-22,DP-12,24-01-2023,15:15,18:30,Stormy,Medium,scooter,Snack,Metropolitian,28.510814794274776,77.13569704329029,28.496701537424283,77.16025696754258,18,4.5,30 min
ORD-00236,CUST-024,REST-11,DP-06,24-01-2023,15:30,12:30,Fog,Medium,bicycle,Drinks,Urban,28.551742766777696,77.12731670542175,28.583118159993216,77.20367090625791,31,3.8,17 min
ORD-00237,CUST-069,REST-23,DP-20,24-01-2023,18:45,14:30,Cloudy,Jam,bicycle,Drinks,Metropolitian,28.568104602305095,77.04702888427978,28.68173260949307,77.26206788068178,44,4.7,25 min
ORD-00238,CUST-116,REST-01,DP-23,24-01-2023,20:15,19:45,Fog,Jam,motorcycle,Drinks,Semi-Urban,28.618584547037834,77.12792181694759,28.601523452143244,77.12968138633644,37,4.8,39 min
ORD-00239,CUST-098,REST-46,DP-13,24-01-2023,16:45,18:15,Cloudy,Low,motorcycle,Drinks,Urban,28.506453717029196,77.16122508157994,28.422423771090894,77.12382892182464,23,3.6,24 min
ORD-00240,CUST-198,REST-37,DP-20,24-01-2023,10:30,21:00,Stormy,Medium,scooter,Buffet,Metropolitian,28.583805303402382,77.00675129822861,28.53820549204464,77.22927368625571,19,4.6,30 min
ORD-00241,CUST-139,REST-21,DP-16,25-01-2023,16:00,17:45,Fog,Jam,scooter,Drinks,Metropolitian,28.575612626837287,77.13323390155261,28.667247239453186,77.17476615111259,40,3.3,22 min
ORD-00242,CUST-144,REST-26,DP-18,25-01-2023,14:15,10:00,Fog,Low,bicycle,Buffet,Urban,28.564284830196122,77.23440686551855,28.428338727740325,77.02130203406678,25,3.7,23 min
ORD-00243,CUST-097,REST-46,DP-10,25-01-2023,11:45,18:15,Fog,Medium,scooter,Meal,Urban,28.592144987942664,77.20401381691228,28.696662713641263,77.26763360470733,18,4.0,29 min
ORD-00244,CUST-124,REST-36,DP-28,25-01-2023,21:15,18:30,Cloudy,High,motorcycle,Drinks,Urban,28.477834751320422,77.19054709665917,28.684720818093627,77.0092349306713,21,3.5,35 min
ORD-00245,CUST-187,REST-23,DP-23,25-01-2023,19:30,21:30,Windy,Jam,motorcycle,Buffet,Urban,28.425394626075388,77.27286662853116,28.42348234421896,77.22451890686293,44,4.2,17 min
ORD-00246,CUST-070,REST-01,DP-08,25-01-2023,20:30,15:00,Stormy,Low,motorcycle,Drinks,Semi-Urban,28.43578150161192,77.00540960294757,28.680023996134867,77.2276382428113,21,4.2,18 min
ORD-00247,CUST-093,REST-40,DP-18,25-01-2023,20:00,16:15,Fog,High,motorcycle,Drinks,Urban,28.46737471479617,77.16711427585767,28.50893977707784,77.28593332558458,22,3.4,44 min
ORD-00248,CUST-003,REST-15,DP-21,25-01-2023,18:30,12:30,Windy,Medium,motorcycle,Drinks,Semi-Urban,28.550059380656833,77.23620465452291,28.653412750122758,77.0162403225207,37,4.6,27 min
ORD-00249,CUST-148,REST-21,DP-01,25-01-2023,10:45,11:00,Stormy,Medium,bicycle,Buffet,Semi-Urban,28.652132825163804,77.16240061481038,28.52551500131398,77.17905705823534,26,4.3,26 min
ORD-00250,CUST-187,REST-47,DP-23,25-01-2023,18:45,12:30,Stormy,Medium,bicycle,Snack,Urban,28.610388002626514,77.0971686657741,28.532256533810752,77.12835217118811,40,3.6,35 min
ORD-00251,CUST-164,REST-09,DP-08,26-01-2023,11:15,14:15,Fog,Jam,motorcycle,Drinks,Semi-Urban,28.636712181260613,77.0408751695276,28.590272927293263,77.09918988645786,30,3.5,23 min
ORD-00252,CUST-147,REST-09,DP-29,26-01-2023,14:30,18:45,Fog,Low,scooter,Drinks,Urban,28.505292687177825,77.26626892154485,28.632343225782794,77.02709556808972,35,4.8,39 min
ORD-00253,CUST-090,REST-10,DP-06,26-01-2023,21:00,11:30,Cloudy,High,motorcycle,Meal,Urban,28.521396122494565,77.14122871771627,28.410136745284472,77.1687962359014,34,4.7,28 min
ORD-00254,CUST-195,REST-26,DP-05,26-01-2023,18:45,11:45,Windy,Low,bicycle,Snack,Metropolitian,28.518104565797184,77.26343455909571,28.57794679865814,77.14371221770239,42,3.5,33 min
ORD-00255,CUST-147,REST-41,DP-15,26-01-2023,15:15,17:15,Windy,Jam,motorcycle,Buffet,Urban,28.45756195532135,77.17575563672995,28.45601989822921,77.0313663374453,18,3.1,21 min
ORD-00256,CUST-148,REST-35,DP-22,26-01-2023,15:30,15:45,Fog,Low,bicycle,Meal,Metropolitian,28.41836499744307,77.2022576349845,28.50378485535896,77.18374685212912,39,4.6,30 min
ORD-00257,CUST-096,REST-25,DP-15,26-01-2023,21:45,18:45,Stormy,Jam,bicycle,Drinks,Semi-Urban,28.577274827848168,77.24127834631354,28.504390599846563,77.22138593607588,32,4.2,36 min
ORD-00258,CUST-199,REST-26,DP-02,26-01-2023,18:30,13:30,Fog,Medium,motorcycle,Meal,Metropolitian,28.696765005026176,77.19774666338004,28.540718102066347,77.2301834903161,19,3.2,34 min
ORD-00259,CUST-052,REST-11,DP-01,26-01-2023,11:30,21:45,Stormy,High,motorcycle,Meal,Semi-Urban,28.450048911485077,77.11941645220368,28.50024092356285,77.27161195647872,33,4.2,19 min
ORD-00260,CUST-161,REST-38,DP-23,26-01-2023,21:45,18:00,Stormy,Medium,scooter,Drinks,Urban,28.41400544596978,77.1540900151786,28.4322083355352,77.12284122256663,37,3.9,44 min
ORD-00261,CUST-168,REST-02,DP-23,27-01-2023,18:00,11:15,Fog,Low,bicycle,Snack,Semi-Urban,28.63385950454718,77.24091365740276,28.443688621557634,77.28592183058664,39,4.5,24 min
ORD-00262,CUST-128,REST-07,DP-26,27-01-2023,17:15,15:30,Sunny,Medium,scooter,Snack,Semi-Urban,28.475775802005415,77.1120950889119,28.410031395668327,77.2596288215248,22,3.4,32 min
ORD-00263,CUST-039,REST-18,DP-11,27-01-2023,15:30,13:45,Windy,High,motorcycle,Meal,Urban,28.64889314160588,77.11643643703054,28.541074725598627,77.08895047130719,44,3.9,25 min
ORD-00264,CUST-082,REST-27,DP-10,27-01-2023,21:45,20:15,Stormy,Medium,bicycle,Drinks,Semi-Urban,28.611181000110353,77.0287070348174,28.686334308455894,77.04778491120484,39,3.3,21 min
