Order_ID,Customer_ID,Restaurant_ID,Delivery_person_ID,Order_Date,Time_Orderd,Time_Order_picked,Weatherconditions,Road_traffic_density,Type_of_vehicle,Type_of_order,City,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),Distance_km,Route_Efficiency,Actual_Distance_km,Order_Datetime,Pickup_Datetime,Order_Hour,Pickup_Hour,Order_Minute,Pickup_Minute,DayOfWeek,Month,Year,Day,IsWeekend,IsHoliday,IsPeakHour,Wait_Time_Minutes,Delivery_Speed,Restaurant_Prep_Time,Delivery_Person_Efficiency,Restaurant_Efficiency,Time_Cost,Distance_Cost,Fuel_Cost,Maintenance_Cost,Total_Variable_Cost,Total_Cost,Revenue,Profit,CO2_Emissions,Fuel_Consumption
ORD-00301,CUST-164,REST-32,DP-13,2023-01-31,20:30,20:00,Sunny,Medium,scooter,Snack,Urban,28.525234485168937,77.26207259172791,28.45419647062735,77.02250662666788,34,4.2,19.0,24.709269149075944,1.025840860584304,25.347777928297255,2023-01-31 20:30:00,2023-01-31 20:00:00,20,20,30,0,1,1,2023,31,0,0,1,58.48314606741573,1.3004878499513655,40.93820224719101,2.002412164096414,0.9799523869189324,38.0,74.12780744722784,37.06390372361392,12.354634574537972,161.54634574537974,211.54634574537974,100,-111.54634574537974,2.965112297889113,1.6472846099383962
ORD-00302,CUST-166,REST-30,DP-09,2023-01-31,16:30,17:00,Windy,Jam,motorcycle,Drinks,Metropolitian,28.61920370345852,77.22883971586273,28.521970342371645,77.26869536912058,38,3.9,26.0,11.491064789151874,1.265677315784074,14.54398003783463,2023-01-31 16:30:00,2023-01-31 17:00:00,16,17,30,0,1,1,2023,31,0,0,0,30.0,0.44196403035199516,21.0,0.7249309220080615,1.9037921348314606,52.0,34.47319436745562,17.23659718372781,5.745532394575937,109.45532394575936,159.45532394575935,100,-59.455323945759346,1.378927774698225,0.7660709859434582
ORD-00303,CUST-104,REST-29,DP-11,2023-01-31,20:15,20:15,Windy,Medium,bicycle,Buffet,Urban,28.55655868859965,77.15392316551042,28.506686599777268,77.24080274375788,40,4.6,15.0,10.138419094389427,1.2703175608050532,12.879011814404153,2023-01-31 20:15:00,2023-01-31 20:15:00,20,20,15,15,1,1,2023,31,0,0,1,0.0,0.6758946062926284,0.0,1.0255683817756172,inf,30.0,30.41525728316828,15.20762864158414,5.069209547194713,80.69209547194714,130.69209547194714,100,-30.69209547194714,1.2166102913267312,0.6758946062926284
ORD-00304,CUST-084,REST-49,DP-04,2023-01-31,17:15,21:15,Sunny,High,bicycle,Snack,Semi-Urban,28.42225285867829,77.20122416014154,28.637301222219623,77.0418580341679,30,4.8,29.0,28.533951027758217,1.3187149507491034,37.628147824247506,2023-01-31 17:15:00,2023-01-31 21:15:00,17,21,15,15,1,1,2023,31,0,0,0,58.48314606741573,0.9839293457847661,40.93820224719101,1.8762133525730307,0.8506452825460469,58.0,85.60185308327465,42.800926541637324,14.266975513879109,200.6697551387911,250.6697551387911,100,-150.6697551387911,3.424074123330986,1.9022634018505478
ORD-00305,CUST-112,REST-45,DP-02,2023-01-31,15:15,21:30,Windy,Low,scooter,Meal,Urban,28.457604875290382,77.25420651617281,28.55306387494344,77.23303048140502,40,4.3,39.0,10.814363990026187,1.3630456668613307,14.740471976466406,2023-01-31 15:15:00,2023-01-31 21:30:00,15,21,15,30,1,1,2023,31,0,0,0,58.48314606741573,0.27729138435964584,40.93820224719101,0.5097979855760134,1.0385119203563007,78.0,32.44309197007856,16.22154598503928,5.407181995013094,132.07181995013096,182.07181995013096,100,-82.07181995013096,1.2977236788031425,0.7209575993350792
ORD-00306,CUST-099,REST-29,DP-29,2023-01-31,13:00,10:15,Sunny,High,bicycle,Buffet,Metropolitian,28.651999466973184,77.00286168620767,28.43835492109804,77.18775399981519,27,4.6,32.0,29.841533002716158,1.4879260397312672,44.40199402024137,2023-01-31 13:00:00,2023-01-31 10:15:00,13,10,0,15,1,1,2023,31,0,0,1,58.48314606741573,0.9325479063348799,40.93820224719101,1.4950716004807316,0.8891884354373896,64.0,89.52459900814847,44.762299504074235,14.920766501358079,213.2076650135808,263.2076650135808,100,-163.20766501358082,3.580983960325939,1.9894355335144105
ORD-00307,CUST-153,REST-30,DP-06,2023-01-31,17:15,11:15,Cloudy,Medium,bicycle,Buffet,Metropolitian,28.61747382398733,77.12086700931502,28.62169761894687,77.12274313637529,33,3.1,20.0,0.5041034624397037,1.2581501741505976,0.6342378590584324,2023-01-31 17:15:00,2023-01-31 11:15:00,17,11,15,15,1,1,2023,31,0,0,0,58.48314606741573,0.025205173121985187,40.93820224719101,0.04239441815281373,0.976585014409222,40.0,1.5123103873191113,0.7561551936595556,0.25205173121985186,42.52051731219852,92.52051731219852,100,7.479482687801479,0.06049241549276444,0.03360689749598025
ORD-00308,CUST-093,REST-16,DP-14,2023-01-31,12:30,21:30,Fog,Medium,scooter,Snack,Urban,28.668428596103748,77.27217295018312,28.51906639346748,77.07620634472867,23,4.8,24.0,25.335756792425126,1.1614782364706229,29.42693011891454,2023-01-31 12:30:00,2023-01-31 21:30:00,12,21,30,30,1,1,2023,31,0,0,1,58.48314606741573,1.0556565330177137,40.93820224719101,1.7023007884230852,1.0,48.0,76.00727037727538,38.00363518863769,12.667878396212563,174.6787839621256,224.6787839621256,100,-124.6787839621256,3.040290815091015,1.6890504528283417
ORD-00309,CUST-146,REST-40,DP-04,2023-01-31,20:45,19:30,Cloudy,Jam,motorcycle,Snack,Metropolitian,28.43526717473628,77.22209390925319,28.478877274289644,77.25791863505067,33,3.4,28.0,5.981677395353639,1.3975930973843518,8.359951038526255,2023-01-31 20:45:00,2023-01-31 19:30:00,20,19,45,30,1,1,2023,31,0,0,1,58.48314606741573,0.21363133554834426,40.93820224719101,0.40736457958180644,1.022160389545861,56.0,17.945032186060917,8.972516093030459,2.9908386976768195,85.9083869767682,135.9083869767682,100,-35.90838697676821,0.7178012874424367,0.39877849302357593
ORD-00310,CUST-128,REST-19,DP-06,2023-01-31,10:00,11:15,Stormy,Jam,scooter,Meal,Semi-Urban,28.697066760384523,77.16285241230023,28.512649586606216,77.21005647778821,28,3.5,35.0,21.01765541715632,1.135416125631037,23.86378488359581,2023-01-31 10:00:00,2023-01-31 11:15:00,10,11,0,15,1,1,2023,31,0,0,0,75.0,0.6005044404901806,52.5,1.0100321957541492,0.7967156439066551,70.0,63.05296625146896,31.52648312573448,10.50882770857816,175.08827708578158,225.08827708578158,100,-125.08827708578158,2.5221186500587582,1.4011770278104214
ORD-00311,CUST-110,REST-18,DP-19,2023-02-01,17:45,10:45,Stormy,Jam,motorcycle,Buffet,Semi-Urban,28.46282201418498,77.15889335811053,28.549326969082067,77.16432197284074,43,3.1,40.0,9.633527459011173,1.219485710352818,11.747949076555619,2023-02-01 17:45:00,2023-02-01 10:45:00,17,10,45,45,2,2,2023,1,0,0,0,58.48314606741573,0.24083818647527933,40.93820224719101,0.4423104392965112,0.944956772334294,80.0,28.90058237703352,14.45029118851676,4.8167637295055865,128.16763729505587,178.16763729505587,100,-78.16763729505587,1.1560232950813407,0.6422351639340782
ORD-00312,CUST-082,REST-01,DP-06,2023-02-01,19:15,15:00,Stormy,High,motorcycle,Snack,Metropolitian,28.40353396288599,77.10433102928133,28.502934654925102,77.18287056016953,37,4.9,43.0,13.458140164523883,1.039228190671133,13.986078652976659,2023-02-01 19:15:00,2023-02-01 15:00:00,19,15,15,0,2,2,2023,1,0,0,1,58.48314606741573,0.31298000382613683,40.93820224719101,0.5264238849484814,0.9407420749279539,86.0,40.37442049357165,20.187210246785824,6.729070082261941,153.29070082261944,203.29070082261944,100,-103.29070082261944,1.6149768197428658,0.8972093443015922
ORD-00313,CUST-194,REST-14,DP-02,2023-02-01,16:15,12:15,Sunny,Jam,bicycle,Meal,Semi-Urban,28.699226881716065,77.15615616009245,28.472571731777528,77.02731985462465,20,4.7,22.0,28.16793902138327,1.0126753717077288,28.52497811871994,2023-02-01 16:15:00,2023-02-01 12:15:00,16,12,15,15,2,2,2023,1,0,0,0,58.48314606741573,1.2803608646083304,40.93820224719101,2.353933177891699,0.9905960867586834,44.0,84.50381706414981,42.25190853207491,14.083969510691634,184.83969510691637,234.83969510691637,100,-134.83969510691637,3.380152682565992,1.8778626014255513
ORD-00314,CUST-054,REST-47,DP-18,2023-02-01,18:30,12:15,Windy,Medium,scooter,Meal,Semi-Urban,28.48432216563353,77.19661495983904,28.519550608641197,77.14217592827336,26,4.8,41.0,6.6063370296905735,1.4813242073389625,9.786126963920426,2023-02-01 18:30:00,2023-02-01 12:15:00,18,12,30,15,2,2,2023,1,0,0,1,58.48314606741573,0.16113017145586764,40.93820224719101,0.28065470478807286,1.0246157540826129,82.0,19.819011089071722,9.909505544535861,3.3031685148452867,115.03168514845287,165.03168514845288,100,-65.03168514845288,0.7927604435628688,0.44042246864603823
ORD-00315,CUST-163,REST-02,DP-13,2023-02-01,12:30,10:15,Cloudy,Jam,bicycle,Snack,Urban,28.60040583575377,77.12550891152864,28.40575187322497,77.05811008783571,32,4.7,17.0,22.62435430231804,1.4179900602561029,32.08110952039937,2023-02-01 12:30:00,2023-02-01 10:15:00,12,10,30,15,2,2,2023,1,0,0,1,58.48314606741573,1.3308443707245905,40.93820224719101,2.049153290096341,1.0024701523260602,34.0,67.87306290695412,33.93653145347706,11.31217715115902,147.12177151159017,197.12177151159017,100,-97.12177151159017,2.7149225162781647,1.5082902868212027
ORD-00316,CUST-189,REST-28,DP-09,2023-02-01,19:30,21:00,Cloudy,Low,bicycle,Buffet,Semi-Urban,28.45300469425289,77.21424594391765,28.63174935382889,77.06251510370265,30,4.0,36.0,24.79319432272524,1.347987103046849,33.42090619036798,2023-02-01 19:30:00,2023-02-01 21:00:00,19,21,30,0,2,2,2023,1,0,0,1,90.0,0.6886998422979232,62.99999999999999,1.129639014437923,0.6998394863563403,72.0,74.37958296817571,37.189791484087856,12.39659716136262,195.9659716136262,245.9659716136262,100,-145.9659716136262,2.9751833187270287,1.6528796215150159
ORD-00317,CUST-169,REST-49,DP-23,2023-02-01,18:45,19:15,Cloudy,Jam,motorcycle,Drinks,Urban,28.574068559659743,77.25836966817812,28.45128346807028,77.19839118868606,27,4.8,36.0,14.857683355372869,1.2044764722071348,17.895730033050178,2023-02-01 18:45:00,2023-02-01 19:15:00,18,19,45,15,2,2,2023,1,0,0,1,30.0,0.41271342653813525,21.0,0.6563599849266514,1.6582804103566193,72.0,44.573050066118604,22.286525033059302,7.428841677686434,146.28841677686432,196.28841677686432,100,-96.28841677686432,1.782922002644744,0.9905122236915246
ORD-00318,CUST-161,REST-30,DP-19,2023-02-01,13:00,20:45,Cloudy,High,bicycle,Drinks,Metropolitian,28.671210495936368,77.04640545445545,28.41317138408919,77.27337684555029,37,4.9,40.0,36.26029497618659,1.0866471600354228,39.40214655791987,2023-02-01 13:00:00,2023-02-01 20:45:00,13,20,0,45,2,2,2023,1,0,0,1,58.48314606741573,0.9065073744046648,40.93820224719101,1.6648426101631115,0.976585014409222,80.0,108.78088492855977,54.390442464279886,18.130147488093296,261.301474880933,311.301474880933,100,-211.30147488093297,4.351235397142391,2.4173529984124396
ORD-00319,CUST-068,REST-38,DP-13,2023-02-01,16:15,16:15,Stormy,Low,scooter,Meal,Urban,28.49605435022853,77.13546410684522,28.59610960787152,77.1211269831435,41,4.0,33.0,11.213427259738646,1.078218521335543,12.090524959099074,2023-02-01 16:15:00,2023-02-01 16:15:00,16,16,15,15,2,2,2023,1,0,0,0,0.0,0.33980082605268624,0.0,0.5232046631449531,inf,66.0,33.64028177921594,16.82014088960797,5.606713629869323,122.06713629869323,172.06713629869324,100,-72.06713629869324,1.3456112711686374,0.7475618173159098
ORD-00320,CUST-033,REST-04,DP-11,2023-02-01,18:30,19:30,Cloudy,Low,bicycle,Drinks,Metropolitian,28.601076192813306,77.12240602738552,28.632180838647106,77.06232478190365,30,3.4,26.0,6.808556532945635,1.1251214490822976,7.660452992506537,2023-02-01 18:30:00,2023-02-01 19:30:00,18,19,30,30,2,2,2023,1,0,0,1,60.0,0.26186755895944747,42.0,0.39734462471105625,0.9956304619225966,52.0,20.425669598836905,10.212834799418452,3.4042782664728173,86.04278266472816,136.04278266472818,100,-36.04278266472818,0.8170267839534762,0.4539037688630423
ORD-00321,CUST-142,REST-01,DP-01,2023-02-02,21:30,14:30,Windy,Low,bicycle,Drinks,Metropolitian,28.456371076639524,77.20623944121492,28.644148739477853,77.194624081171,34,4.3,26.0,20.910722568746444,1.2746133323530602,26.653085775260248,2023-02-02 21:30:00,2023-02-02 14:30:00,21,14,30,30,3,2,2023,2,0,0,1,58.48314606741573,0.8042585603364016,40.93820224719101,1.2519676784687959,0.9407420749279539,52.0,62.73216770623933,31.366083853119665,10.455361284373222,156.55361284373222,206.55361284373222,100,-106.55361284373222,2.509286708249573,1.394048171249763
ORD-00322,CUST-021,REST-08,DP-24,2023-02-02,18:45,13:45,Stormy,High,motorcycle,Snack,Metropolitian,28.587438619615614,77.07496023957738,28.548052754798174,77.2613561139051,24,5.0,29.0,18.722327598346464,1.3572979613500311,25.41177708096308,2023-02-02 18:45:00,2023-02-02 13:45:00,18,13,45,45,3,2,2023,2,0,0,1,58.48314606741573,0.6455975033912573,40.93820224719101,0.7985869021933198,1.0403458213256485,58.0,56.16698279503939,28.083491397519694,9.361163799173232,151.6116379917323,201.6116379917323,100,-101.6116379917323,2.2466793118015755,1.2481551732230975
ORD-00323,CUST-048,REST-29,DP-22,2023-02-02,12:30,16:30,Cloudy,Medium,scooter,Meal,Metropolitian,28.500935105545253,77.19207527448567,28.461610455406998,77.22449564033674,23,4.7,42.0,5.400097552186324,1.3300986883588657,7.182662671172951,2023-02-02 12:30:00,2023-02-02 16:30:00,12,16,30,30,3,2,2023,2,0,0,1,58.48314606741573,0.1285737512425315,40.93820224719101,0.2160382067632179,0.8891884354373896,84.0,16.20029265655897,8.100146328279486,2.700048776093162,111.0004877609316,161.0004877609316,100,-61.000487760931605,0.6480117062623588,0.36000650347908825
ORD-00324,CUST-148,REST-39,DP-07,2023-02-02,13:15,15:45,Sunny,Jam,bicycle,Buffet,Metropolitian,28.463362477576386,77.26324677251944,28.621168303174947,77.26062716916097,30,4.7,21.0,17.549072843181712,1.1399669484729715,20.00536301757175,2023-02-02 13:15:00,2023-02-02 15:45:00,13,15,15,45,3,2,2023,2,0,0,1,58.48314606741573,0.8356701353896053,40.93820224719101,1.299891261794341,1.029728499924162,42.0,52.647218529545135,26.323609264772568,8.774536421590856,129.74536421590858,179.74536421590858,100,-79.74536421590858,2.1058887411818055,1.1699381895454475
ORD-00325,CUST-128,REST-03,DP-25,2023-02-02,17:15,13:15,Fog,Low,motorcycle,Meal,Urban,28.493954615211088,77.12543947993808,28.6099139231463,77.16096640130324,34,4.9,41.0,13.352836119780664,1.477432640331597,19.727915924362662,2023-02-02 17:15:00,2023-02-02 13:15:00,17,13,15,15,3,2,2023,2,0,0,0,58.48314606741573,0.3256789297507479,40.93820224719101,0.5247501129078661,1.0410662824207493,82.0,40.05850835934199,20.029254179670996,6.676418059890332,148.76418059890332,198.76418059890332,100,-98.76418059890332,1.6023403343736795,0.8901890746520442
ORD-00326,CUST-136,REST-32,DP-21,2023-02-02,14:00,14:45,Fog,Low,bicycle,Snack,Metropolitian,28.45365232055234,77.27330470999377,28.47388122023095,77.22556287331075,32,4.8,18.0,5.18071877559126,1.3689484583478841,7.0921369809795936,2023-02-02 14:00:00,2023-02-02 14:45:00,14,14,0,45,3,2,2023,2,0,0,1,45.0,0.28781770975507004,31.499999999999996,0.5074271165090629,1.273571079628725,36.0,15.542156326773782,7.771078163386891,2.59035938779563,61.9035938779563,111.9035938779563,100,-11.903593877956297,0.6216862530709512,0.345381251706084
ORD-00327,CUST-135,REST-10,DP-15,2023-02-02,13:45,21:00,Fog,Low,scooter,Drinks,Semi-Urban,28.670574832351363,77.29794912168003,28.67102232675884,77.04201936780768,21,4.6,35.0,24.968911363302766,1.2771770262557003,31.88971996382519,2023-02-02 13:45:00,2023-02-02 21:00:00,13,21,45,0,3,2,2023,2,0,0,1,58.48314606741573,0.7133974675229362,40.93820224719101,1.2794097982532522,0.9757318367966026,70.0,74.9067340899083,37.45336704495415,12.484455681651383,194.84455681651383,244.84455681651383,100,-144.84455681651383,2.996269363596332,1.664594090886851
ORD-00328,CUST-195,REST-10,DP-01,2023-02-02,10:15,21:45,Stormy,Medium,bicycle,Buffet,Semi-Urban,28.51915606589514,77.03182761498438,28.43131143742485,77.10448238460896,32,4.4,23.0,12.076529383379759,1.305860373117176,15.770261166540832,2023-02-02 10:15:00,2023-02-02 21:45:00,10,21,15,45,3,2,2023,2,0,0,0,58.48314606741573,0.5250664949295547,40.93820224719101,0.8173568962992973,0.9757318367966026,46.0,36.22958815013928,18.11479407506964,6.0382646916898794,106.38264691689879,156.3826469168988,100,-56.38264691689881,1.449183526005571,0.8051019588919839
ORD-00329,CUST-145,REST-19,DP-12,2023-02-02,18:45,10:00,Cloudy,Medium,bicycle,Meal,Metropolitian,28.47358379149231,77.06991595639546,28.6948064718774,77.11686474934446,31,3.5,36.0,25.02233977945697,1.209800031213895,30.27202744623173,2023-02-02 18:45:00,2023-02-02 10:00:00,18,10,45,0,3,2,2023,2,0,0,1,58.48314606741573,0.6950649938738047,40.93820224719101,1.0989126223003929,1.021724673021503,72.0,75.06701933837091,37.533509669185456,12.511169889728485,197.11169889728487,247.11169889728487,100,-147.11169889728487,3.0026807735348364,1.6681559852971313
ORD-00330,CUST-128,REST-46,DP-26,2023-02-02,10:45,15:15,Stormy,High,motorcycle,Drinks,Semi-Urban,28.53452235230478,77.28511392544462,28.65807434329324,77.1533887238738,38,4.2,30.0,18.81841424817296,1.1238654947505786,21.149366439444243,2023-02-02 10:45:00,2023-02-02 15:15:00,10,15,45,15,3,2,2023,2,0,0,0,58.48314606741573,0.6272804749390987,40.93820224719101,1.0486744631428548,0.9936599423631124,60.0,56.455242744518884,28.227621372259442,9.40920712408648,154.0920712408648,204.0920712408648,100,-104.09207124086481,2.258209709780755,1.2545609498781973
ORD-00331,CUST-033,REST-34,DP-07,2023-02-03,13:00,14:45,Windy,Medium,bicycle,Meal,Urban,28.496160850041942,77.28749830594441,28.60636959364372,77.27872290807704,28,4.0,40.0,12.284590743716908,1.177986339325631,14.47108008030461,2023-02-03 13:00:00,2023-02-03 14:45:00,13,14,0,45,4,2,2023,3,0,0,1,105.0,0.3071147685929227,73.5,0.4777193621689129,0.6202000246944067,80.0,36.85377223115073,18.426886115575364,6.142295371858454,141.42295371858455,191.42295371858455,100,-91.42295371858455,1.4741508892460289,0.8189727162477939
ORD-00332,CUST-176,REST-33,DP-15,2023-02-03,20:00,12:30,Sunny,Jam,motorcycle,Buffet,Urban,28.623325776144,77.02931218261602,28.681624966483948,77.26228896806666,41,4.7,27.0,23.63971837436541,1.3789230552321845,32.59735268560836,2023-02-03 20:00:00,2023-02-03 12:30:00,20,12,0,30,4,2,2023,3,0,0,1,58.48314606741573,0.8755451249764966,40.93820224719101,1.5702060389943613,0.9280647306583907,54.0,70.91915512309623,35.459577561548116,11.819859187182704,172.19859187182706,222.19859187182706,100,-122.19859187182706,2.836766204923849,1.5759812249576939
ORD-00333,CUST-187,REST-23,DP-21,2023-02-03,12:00,14:45,Sunny,High,scooter,Meal,Metropolitian,28.69136597356565,77.00449955011314,28.616693350497112,77.04035764768676,21,4.0,18.0,9.01032134206587,1.007196744314878,9.075166320959607,2023-02-03 12:00:00,2023-02-03 14:45:00,12,14,0,45,4,2,2023,3,0,0,1,58.48314606741573,0.5005734078925483,40.93820224719101,0.8825187344593426,1.0577809798270894,36.0,27.03096402619761,13.515482013098804,4.505160671032935,81.05160671032935,131.05160671032934,100,-31.051606710329338,1.0812385610479043,0.600688089471058
ORD-00334,CUST-115,REST-28,DP-19,2023-02-03,20:15,17:15,Fog,High,bicycle,Meal,Metropolitian,28.53141009700929,77.04833000697693,28.45713709910901,77.05183689556473,20,3.3,38.0,8.265888188646276,1.0580363202534582,8.745609922741828,2023-02-03 20:15:00,2023-02-03 17:15:00,20,17,15,15,4,2,2023,3,0,0,1,58.48314606741573,0.21752337338542832,40.93820224719101,0.3994917095476615,1.0769864141622065,76.0,24.797664565938828,12.398832282969414,4.132944094323138,117.32944094323138,167.32944094323136,100,-67.32944094323136,0.991906582637553,0.5510592125764184
ORD-00335,CUST-119,REST-32,DP-28,2023-02-03,18:45,11:45,Fog,Jam,scooter,Meal,Metropolitian,28.65831001999167,77.29880383501467,28.53264684143384,77.10729216487667,19,3.0,23.0,23.34194190695375,1.0230013210108764,23.87883740577282,2023-02-03 18:45:00,2023-02-03 11:45:00,18,11,45,45,4,2,2023,3,0,0,1,58.48314606741573,1.0148670394327717,40.93820224719101,1.4212393723453585,0.9799523869189324,46.0,70.02582572086125,35.012912860430625,11.670970953476875,162.70970953476876,212.70970953476876,100,-112.70970953476876,2.80103302883445,1.5561294604635834
ORD-00336,CUST-022,REST-07,DP-29,2023-02-03,20:45,15:00,Fog,Jam,scooter,Drinks,Semi-Urban,28.569758922067884,77.0539998849832,28.42145090729949,77.0872231597672,37,4.4,40.0,16.80766133376342,1.020364401159485,17.149939291716944,2023-02-03 20:45:00,2023-02-03 15:00:00,20,15,45,0,4,2,2023,3,0,0,1,58.48314606741573,0.4201915333440855,40.93820224719101,0.6736559312370605,1.054274735830932,80.0,50.42298400129026,25.21149200064513,8.40383066688171,164.0383066688171,214.0383066688171,100,-114.03830666881711,2.0169193600516104,1.120510755584228
ORD-00337,CUST-158,REST-29,DP-25,2023-02-03,21:45,17:15,Cloudy,Jam,bicycle,Buffet,Semi-Urban,28.447170699528268,77.15076428201661,28.516897226686435,77.18443128594687,44,4.1,35.0,8.422591969693347,1.4277302920055037,12.025189692333493,2023-02-03 21:45:00,2023-02-03 17:15:00,21,17,45,15,4,2,2023,3,0,0,1,58.48314606741573,0.24064548484838133,40.93820224719101,0.3877399911673785,0.8891884354373896,70.0,25.26777590908004,12.63388795454002,4.211295984846673,112.11295984846673,162.11295984846674,100,-62.112959848466744,1.0107110363632015,0.5615061313128897
ORD-00338,CUST-038,REST-08,DP-01,2023-02-03,11:00,20:45,Windy,High,motorcycle,Buffet,Urban,28.607186822624403,77.25452531792915,28.62248090592116,77.27083281432937,27,3.7,32.0,2.3293884179750504,1.351828929690012,3.1489346519035224,2023-02-03 11:00:00,2023-02-03 20:45:00,11,20,0,45,4,2,2023,3,0,0,1,58.48314606741573,0.07279338806172032,40.93820224719101,0.11331551015309135,1.0403458213256485,64.0,6.9881652539251515,3.4940826269625758,1.1646942089875252,75.64694208987525,125.64694208987525,100,-25.646942089875253,0.27952661015700603,0.1552925611983367
ORD-00339,CUST-109,REST-01,DP-17,2023-02-03,15:00,17:30,Windy,High,scooter,Drinks,Semi-Urban,28.554030349137744,77.00612048320646,28.515933005279244,77.28868746250177,30,3.3,29.0,27.926452484975734,1.2370869145436627,34.54744893878883,2023-02-03 15:00:00,2023-02-03 17:30:00,15,17,0,30,4,2,2023,3,0,0,0,58.48314606741573,0.962981120171577,40.93820224719101,1.4856313598507493,0.9407420749279539,58.0,83.77935745492721,41.889678727463604,13.963226242487867,197.6322624248787,247.6322624248787,100,-147.6322624248787,3.351174298197088,1.8617634989983822
ORD-00340,CUST-051,REST-03,DP-17,2023-02-03,17:30,16:45,Windy,High,scooter,Drinks,Urban,28.59518195697563,77.18134669467753,28.49908825264044,77.19608088576057,37,3.9,29.0,10.781618490427142,1.0489170803255008,11.309023788162271,2023-02-03 17:30:00,2023-02-03 16:45:00,17,16,30,45,4,2,2023,3,0,0,0,58.48314606741573,0.3717799479457635,40.93820224719101,0.5735605175037032,1.0410662824207493,58.0,32.34485547128143,16.172427735640714,5.390809245213571,111.9080924521357,161.9080924521357,100,-61.90809245213569,1.293794218851257,0.7187745660284761
ORD-00341,CUST-182,REST-24,DP-03,2023-02-04,16:45,15:15,Windy,Jam,bicycle,Drinks,Semi-Urban,28.666906223771495,77.08310763466089,28.578606716753093,77.25144776042032,43,3.2,20.0,19.14106840715128,1.2458079375584161,23.846094954977694,2023-02-04 16:45:00,2023-02-04 15:15:00,16,15,45,15,5,2,2023,4,1,0,0,58.48314606741573,0.957053420357564,40.93820224719101,1.4316158678150288,0.9813990044537595,40.0,57.42320522145384,28.71160261072692,9.57053420357564,135.70534203575642,185.70534203575642,100,-85.70534203575642,2.2969282088581537,1.2760712271434187
ORD-00342,CUST-008,REST-23,DP-12,2023-02-04,10:45,11:45,Fog,Jam,bicycle,Snack,Urban,28.53213037119681,77.25870047493191,28.661661358699668,77.15756066006924,38,3.7,25.0,17.462916108024867,1.2367358853902828,21.597015014354366,2023-02-04 10:45:00,2023-02-04 11:45:00,10,11,45,45,5,2,2023,4,1,0,0,60.0,0.6985166443209947,42.0,1.1043697554859473,1.0310393258426966,50.0,52.3887483240746,26.1943741620373,8.731458054012434,137.31458054012433,187.31458054012433,100,-87.31458054012433,2.095549932962984,1.164194407201658
ORD-00343,CUST-027,REST-08,DP-06,2023-02-04,21:30,20:00,Sunny,Low,bicycle,Meal,Metropolitian,28.67035328696521,77.08503834477922,28.414274957763837,77.062498084058,40,3.8,42.0,28.559607203425596,1.0866009349550076,31.032895889190023,2023-02-04 21:30:00,2023-02-04 20:00:00,21,20,30,0,5,2,2023,4,1,0,1,58.48314606741573,0.6799906477006095,40.93820224719101,1.1437258422747056,1.0403458213256485,84.0,85.67882161027678,42.83941080513839,14.279803601712798,226.79803601712794,276.79803601712797,100,-176.79803601712797,3.4271528644110716,1.9039738135617064
ORD-00344,CUST-027,REST-47,DP-26,2023-02-04,20:45,15:00,Fog,Medium,bicycle,Meal,Semi-Urban,28.62520070428449,77.20602671608457,28.51564113040992,77.15740652362804,42,3.9,22.0,13.075012538440081,1.2169258246189865,15.911320415244782,2023-02-04 20:45:00,2023-02-04 15:00:00,20,15,45,0,5,2,2023,4,1,0,1,58.48314606741573,0.5943187517472764,40.93820224719101,0.9935697392539062,1.0246157540826129,44.0,39.22503761532025,19.612518807660123,6.5375062692200405,109.37506269220042,159.3750626922004,100,-59.3750626922004,1.5690015046128096,0.8716675025626721
ORD-00345,CUST-021,REST-37,DP-11,2023-02-04,11:00,15:45,Windy,Low,bicycle,Buffet,Urban,28.546581477763397,77.20226588973422,28.447472222544576,77.16652478043129,35,3.9,43.0,11.560680063582195,1.1992523671986868,13.864172932677612,2023-02-04 11:00:00,2023-02-04 15:45:00,11,15,0,45,5,2,2023,4,1,0,1,58.48314606741573,0.26885302473446965,40.93820224719101,0.40794401811372644,1.0345821325648414,86.0,34.682040190746584,17.341020095373292,5.780340031791098,143.80340031791098,193.80340031791098,100,-93.80340031791098,1.3872816076298633,0.770712004238813
ORD-00346,CUST-030,REST-03,DP-03,2023-02-04,14:00,20:45,Fog,Jam,bicycle,Meal,Semi-Urban,28.580966640697387,77.06644806465789,28.60860627521956,77.22273726926406,38,3.5,35.0,15.565280051275357,1.3079250490261083,20.358219674169426,2023-02-04 14:00:00,2023-02-04 20:45:00,14,20,0,45,5,2,2023,4,1,0,1,58.48314606741573,0.4447222871792959,40.93820224719101,0.665241322536631,1.0410662824207493,70.0,46.69584015382607,23.347920076913034,7.782640025637678,147.8264002563768,197.8264002563768,100,-97.82640025637679,1.8678336061530427,1.0376853367516905
